,Ticker,Date,variable,Value
22646,ADRO,2015-11-09,Close,615
22647,ADRO,2015-11-10,Close,610
22648,ADRO,2015-11-11,Close,640
22649,ADRO,2015-11-12,Close,610
22650,ADRO,2015-11-13,Close,580
22651,ADRO,2015-11-16,Close,560
22652,ADRO,2015-11-17,Close,555
22653,ADRO,2015-11-18,Close,575
22654,ADRO,2015-11-19,Close,600
22655,ADRO,2015-11-20,Close,585
22656,ADRO,2015-11-23,Close,570
22657,ADRO,2015-11-24,Close,565
22658,ADRO,2015-11-25,Close,585
22659,ADRO,2015-11-26,Close,585
22660,ADRO,2015-11-27,Close,565
22661,ADRO,2015-11-30,Close,550
22662,ADRO,2015-12-01,Close,545
22663,ADRO,2015-12-02,Close,540
22664,ADRO,2015-12-03,Close,535
22665,ADRO,2015-12-04,Close,525
22666,ADRO,2015-12-07,Close,510
22667,ADRO,2015-12-08,Close,490
22668,ADRO,2015-12-10,Close,475
22669,ADRO,2015-12-11,Close,485
22670,ADRO,2015-12-14,Close,477
22671,ADRO,2015-12-15,Close,463
22672,ADRO,2015-12-16,Close,492
22673,ADRO,2015-12-17,Close,510
22674,ADRO,2015-12-18,Close,490
22675,ADRO,2015-12-21,Close,495
22676,ADRO,2015-12-22,Close,500
22677,ADRO,2015-12-23,Close,500
22678,ADRO,2015-12-28,Close,510
22679,ADRO,2015-12-29,Close,520
22680,ADRO,2015-12-30,Close,515
22681,ADRO,2016-01-04,Close,494
22682,ADRO,2016-01-05,Close,499
22683,ADRO,2016-01-06,Close,500
22684,ADRO,2016-01-07,Close,485
22685,ADRO,2016-01-08,Close,493
22686,ADRO,2016-01-11,Close,486
22687,ADRO,2016-01-12,Close,481
22688,ADRO,2016-01-13,Close,473
22689,ADRO,2016-01-14,Close,464
22690,ADRO,2016-01-15,Close,449
22691,ADRO,2016-01-18,Close,450
22692,ADRO,2016-01-19,Close,461
22693,ADRO,2016-01-20,Close,437
22694,ADRO,2016-01-21,Close,450
22695,ADRO,2016-01-22,Close,515
22696,ADRO,2016-01-25,Close,498
22697,ADRO,2016-01-26,Close,476
22698,ADRO,2016-01-27,Close,477
22699,ADRO,2016-01-28,Close,520
22700,ADRO,2016-01-29,Close,525
22701,ADRO,2016-02-01,Close,515
22702,ADRO,2016-02-02,Close,555
22703,ADRO,2016-02-03,Close,575
22704,ADRO,2016-02-04,Close,620
22705,ADRO,2016-02-05,Close,640
22706,ADRO,2016-02-09,Close,590
22707,ADRO,2016-02-10,Close,575
22708,ADRO,2016-02-11,Close,605
22709,ADRO,2016-02-12,Close,600
22710,ADRO,2016-02-15,Close,585
22711,ADRO,2016-02-16,Close,615
22712,ADRO,2016-02-17,Close,620
22713,ADRO,2016-02-18,Close,605
22714,ADRO,2016-02-19,Close,585
22715,ADRO,2016-02-22,Close,595
22716,ADRO,2016-02-23,Close,595
22717,ADRO,2016-02-24,Close,595
22718,ADRO,2016-02-25,Close,570
22719,ADRO,2016-02-26,Close,600
22720,ADRO,2016-02-29,Close,605
22721,ADRO,2016-03-01,Close,670
22722,ADRO,2016-03-02,Close,660
22723,ADRO,2016-03-03,Close,650
22724,ADRO,2016-03-04,Close,680
22725,ADRO,2016-03-07,Close,745
22726,ADRO,2016-03-08,Close,790
22727,ADRO,2016-03-10,Close,770
22728,ADRO,2016-03-15,Close,700
22729,ADRO,2016-03-16,Close,730
22730,ADRO,2016-03-17,Close,745
22731,ADRO,2016-03-18,Close,680
22732,ADRO,2016-03-21,Close,705
22733,ADRO,2016-03-22,Close,695
22734,ADRO,2016-03-23,Close,690
22735,ADRO,2016-03-24,Close,660
22736,ADRO,2016-03-28,Close,670
22737,ADRO,2016-03-29,Close,650
22738,ADRO,2016-03-30,Close,665
22739,ADRO,2016-03-31,Close,645
22740,ADRO,2016-04-01,Close,665
22741,ADRO,2016-04-04,Close,680
22742,ADRO,2016-04-05,Close,670
22743,ADRO,2016-04-06,Close,695
22744,ADRO,2016-04-07,Close,690
22745,ADRO,2016-04-08,Close,705
22746,ADRO,2016-04-12,Close,695
22747,ADRO,2016-04-20,Close,720
22748,ADRO,2016-04-21,Close,750
22749,ADRO,2016-04-22,Close,745
22750,ADRO,2016-04-25,Close,750
22751,ADRO,2016-04-26,Close,720
22752,ADRO,2016-04-27,Close,725
22753,ADRO,2016-04-28,Close,735
22754,ADRO,2016-04-29,Close,730
22755,ADRO,2016-05-02,Close,715
22756,ADRO,2016-05-03,Close,715
22757,ADRO,2016-05-04,Close,720
22758,ADRO,2016-05-09,Close,695
22759,ADRO,2016-05-10,Close,665
22760,ADRO,2016-05-11,Close,685
22761,ADRO,2016-05-12,Close,695
22762,ADRO,2016-05-13,Close,670
22763,ADRO,2016-05-16,Close,685
22764,ADRO,2016-05-17,Close,695
22765,ADRO,2016-05-18,Close,690
22766,ADRO,2016-05-19,Close,675
22767,ADRO,2016-05-20,Close,670
22768,ADRO,2016-05-23,Close,670
22769,ADRO,2016-05-24,Close,660
22770,ADRO,2016-05-25,Close,680
22771,ADRO,2016-05-26,Close,700
22772,ADRO,2016-05-27,Close,695
22773,ADRO,2016-05-30,Close,695
22774,ADRO,2016-05-31,Close,710
22775,ADRO,2016-06-01,Close,720
22776,ADRO,2016-06-02,Close,755
22777,ADRO,2016-06-03,Close,815
22778,ADRO,2016-06-06,Close,840
22779,ADRO,2016-06-07,Close,910
22780,ADRO,2016-06-08,Close,870
22781,ADRO,2016-06-09,Close,925
22782,ADRO,2016-06-10,Close,890
22783,ADRO,2016-06-13,Close,860
22784,ADRO,2016-06-14,Close,845
22785,ADRO,2016-06-15,Close,865
22786,ADRO,2016-06-16,Close,845
22787,ADRO,2016-06-17,Close,800
22788,ADRO,2016-06-20,Close,845
22789,ADRO,2016-06-21,Close,845
22790,ADRO,2016-06-22,Close,845
22791,ADRO,2016-06-23,Close,850
22792,ADRO,2016-06-24,Close,840
22793,ADRO,2016-06-27,Close,835
22794,ADRO,2016-06-28,Close,855
22795,ADRO,2016-06-29,Close,855
22796,ADRO,2016-06-30,Close,850
22797,ADRO,2016-07-01,Close,885
22798,ADRO,2016-07-11,Close,925
22799,ADRO,2016-07-12,Close,970
22800,ADRO,2016-07-13,Close,1025
22801,ADRO,2016-07-14,Close,1040
22802,ADRO,2016-07-15,Close,995
22803,ADRO,2016-07-18,Close,1030
22804,ADRO,2016-07-19,Close,1025
22805,ADRO,2016-07-20,Close,1035
22806,ADRO,2016-07-21,Close,1055
22807,ADRO,2016-07-22,Close,1050
22808,ADRO,2016-07-25,Close,1070
22809,ADRO,2016-07-26,Close,1060
22810,ADRO,2016-07-27,Close,1045
22811,ADRO,2016-07-28,Close,1060
22812,ADRO,2016-07-29,Close,1040
22813,ADRO,2016-08-01,Close,1040
22814,ADRO,2016-08-02,Close,1105
22815,ADRO,2016-08-03,Close,1140
22816,ADRO,2016-08-04,Close,1110
22817,ADRO,2016-08-05,Close,1145
22818,ADRO,2016-08-08,Close,1150
22819,ADRO,2016-08-09,Close,1200
22820,ADRO,2016-08-10,Close,1155
22821,ADRO,2016-08-11,Close,1085
22822,ADRO,2016-08-12,Close,1135
22823,ADRO,2016-08-15,Close,1120
22824,ADRO,2016-08-16,Close,1145
22825,ADRO,2016-08-18,Close,1170
22826,ADRO,2016-08-19,Close,1105
22827,ADRO,2016-08-22,Close,1115
22828,ADRO,2016-08-23,Close,1080
22829,ADRO,2016-08-24,Close,1060
22830,ADRO,2016-08-25,Close,1100
22831,ADRO,2016-08-26,Close,1080
22832,ADRO,2016-08-29,Close,1065
22833,ADRO,2016-08-30,Close,1135
22834,ADRO,2016-08-31,Close,1150
22835,ADRO,2016-09-01,Close,1185
22836,ADRO,2016-09-02,Close,1170
22837,ADRO,2016-09-05,Close,1220
22838,ADRO,2016-09-06,Close,1225
22839,ADRO,2016-09-07,Close,1245
22840,ADRO,2016-09-08,Close,1270
22841,ADRO,2016-09-09,Close,1270
22842,ADRO,2016-09-13,Close,1165
22843,ADRO,2016-09-14,Close,1120
22844,ADRO,2016-09-15,Close,1165
22845,ADRO,2016-09-16,Close,1165
22846,ADRO,2016-09-19,Close,1185
22847,ADRO,2016-09-20,Close,1180
22848,ADRO,2016-09-21,Close,1170
22849,ADRO,2016-09-22,Close,1185
22850,ADRO,2016-09-23,Close,1210
22851,ADRO,2016-09-26,Close,1200
22852,ADRO,2016-09-27,Close,1210
22853,ADRO,2016-09-28,Close,1200
22854,ADRO,2016-09-29,Close,1280
22855,ADRO,2016-09-30,Close,1205
22856,ADRO,2016-10-03,Close,1300
22857,ADRO,2016-10-04,Close,1305
22858,ADRO,2016-10-05,Close,1290
22859,ADRO,2016-10-06,Close,1360
22860,ADRO,2016-10-07,Close,1375
22861,ADRO,2016-10-10,Close,1385
22862,ADRO,2016-10-11,Close,1400
22863,ADRO,2016-10-12,Close,1405
22864,ADRO,2016-10-13,Close,1405
22865,ADRO,2016-10-14,Close,1425
22866,ADRO,2016-10-17,Close,1460
22867,ADRO,2016-10-18,Close,1440
22868,ADRO,2016-10-19,Close,1530
22869,ADRO,2016-10-20,Close,1510
22870,ADRO,2016-10-21,Close,1500
22871,ADRO,2016-10-24,Close,1525
22872,ADRO,2016-10-25,Close,1525
22873,ADRO,2016-10-26,Close,1555
22874,ADRO,2016-10-27,Close,1550
22875,ADRO,2016-10-28,Close,1580
22876,ADRO,2016-10-31,Close,1585
22877,ADRO,2016-11-01,Close,1640
22878,ADRO,2016-11-02,Close,1720
22879,ADRO,2016-11-03,Close,1640
22880,ADRO,2016-11-04,Close,1670
22881,ADRO,2016-11-07,Close,1685
22882,ADRO,2016-11-08,Close,1630
22883,ADRO,2016-11-09,Close,1570
22884,ADRO,2016-11-10,Close,1650
22885,ADRO,2016-11-11,Close,1660
22886,ADRO,2016-11-14,Close,1605
22887,ADRO,2016-11-15,Close,1465
22888,ADRO,2016-11-16,Close,1535
22889,ADRO,2016-11-17,Close,1515
22890,ADRO,2016-11-18,Close,1500
22891,ADRO,2016-11-21,Close,1530
22892,ADRO,2016-11-22,Close,1620
22893,ADRO,2016-11-23,Close,1630
22894,ADRO,2016-11-24,Close,1645
22895,ADRO,2016-11-25,Close,1640
22896,ADRO,2016-11-28,Close,1680
22897,ADRO,2016-11-29,Close,1630
22898,ADRO,2016-11-30,Close,1530
22899,ADRO,2016-12-01,Close,1610
22900,ADRO,2016-12-02,Close,1665
22901,ADRO,2016-12-05,Close,1730
22902,ADRO,2016-12-06,Close,1730
22903,ADRO,2016-12-07,Close,1710
22904,ADRO,2016-12-08,Close,1650
22905,ADRO,2016-12-09,Close,1680
22906,ADRO,2016-12-13,Close,1700
22907,ADRO,2016-12-14,Close,1690
22908,ADRO,2016-12-15,Close,1670
22909,ADRO,2016-12-16,Close,1660
22910,ADRO,2016-12-19,Close,1695
22911,ADRO,2016-12-20,Close,1700
22912,ADRO,2016-12-21,Close,1670
22913,ADRO,2016-12-22,Close,1680
22914,ADRO,2016-12-23,Close,1655
22915,ADRO,2016-12-27,Close,1675
22916,ADRO,2016-12-28,Close,1690
22917,ADRO,2016-12-29,Close,1690
22918,ADRO,2016-12-30,Close,1695
22919,ADRO,2017-01-03,Close,1740
22920,ADRO,2017-01-04,Close,1700
22921,ADRO,2017-01-05,Close,1665
22922,ADRO,2017-01-06,Close,1695
22923,ADRO,2017-01-09,Close,1720
22924,ADRO,2017-01-10,Close,1685
22925,ADRO,2017-01-11,Close,1745
22926,ADRO,2017-01-12,Close,1715
22927,ADRO,2017-01-13,Close,1700
22928,ADRO,2017-01-16,Close,1700
22929,ADRO,2017-01-17,Close,1700
22930,ADRO,2017-01-18,Close,1720
22931,ADRO,2017-01-19,Close,1730
22932,ADRO,2017-01-20,Close,1730
22933,ADRO,2017-01-23,Close,1725
22934,ADRO,2017-01-24,Close,1725
22935,ADRO,2017-01-25,Close,1740
22936,ADRO,2017-01-26,Close,1730
22937,ADRO,2017-01-27,Close,1725
22938,ADRO,2017-01-30,Close,1715
22939,ADRO,2017-01-31,Close,1695
22940,ADRO,2017-02-01,Close,1750
22941,ADRO,2017-02-02,Close,1740
22942,ADRO,2017-02-03,Close,1720
22943,ADRO,2017-02-06,Close,1740
22944,ADRO,2017-02-07,Close,1730
22945,ADRO,2017-02-08,Close,1720
22946,ADRO,2017-02-09,Close,1725
22947,ADRO,2017-02-10,Close,1710
22948,ADRO,2017-02-13,Close,1680
22949,ADRO,2017-02-14,Close,1645
22950,ADRO,2017-02-16,Close,1700
22951,ADRO,2017-02-17,Close,1660
22952,ADRO,2017-02-20,Close,1695
22953,ADRO,2017-02-21,Close,1720
22954,ADRO,2017-02-22,Close,1705
22955,ADRO,2017-02-23,Close,1715
22956,ADRO,2017-02-24,Close,1700
22957,ADRO,2017-02-27,Close,1700
22958,ADRO,2017-02-28,Close,1695
22959,ADRO,2017-03-01,Close,1675
22960,ADRO,2017-03-02,Close,1685
22961,ADRO,2017-03-03,Close,1685
22962,ADRO,2017-03-06,Close,1685
22963,ADRO,2017-03-07,Close,1695
22964,ADRO,2017-03-08,Close,1695
22965,ADRO,2017-03-09,Close,1685
22966,ADRO,2017-03-10,Close,1600
22967,ADRO,2017-03-13,Close,1625
22968,ADRO,2017-03-14,Close,1645
22969,ADRO,2017-03-15,Close,1650
22970,ADRO,2017-03-16,Close,1680
22971,ADRO,2017-03-17,Close,1705
22972,ADRO,2017-03-20,Close,1705
22973,ADRO,2017-03-21,Close,1730
22974,ADRO,2017-03-22,Close,1730
22975,ADRO,2017-03-23,Close,1740
22976,ADRO,2017-03-24,Close,1770
22977,ADRO,2017-03-27,Close,1800
22978,ADRO,2017-03-29,Close,1820
22979,ADRO,2017-03-30,Close,1820
22980,ADRO,2017-03-31,Close,1750
22981,ADRO,2017-04-03,Close,1805
22982,ADRO,2017-04-04,Close,1930
22983,ADRO,2017-04-06,Close,1895
22984,ADRO,2017-04-07,Close,1890
22985,ADRO,2017-04-10,Close,1890
22986,ADRO,2017-04-11,Close,1870
22987,ADRO,2017-04-12,Close,1890
22988,ADRO,2017-04-13,Close,1860
22989,ADRO,2017-04-17,Close,1850
22990,ADRO,2017-04-18,Close,1835
22991,ADRO,2017-04-20,Close,1840
22992,ADRO,2017-04-21,Close,1840
22993,ADRO,2017-04-25,Close,1845
22994,ADRO,2017-04-26,Close,1820
22995,ADRO,2017-04-27,Close,1840
22996,ADRO,2017-04-28,Close,1775
22997,ADRO,2017-05-02,Close,1720
22998,ADRO,2017-05-03,Close,1630
22999,ADRO,2017-05-04,Close,1615
23000,ADRO,2017-05-05,Close,1560
23001,ADRO,2017-05-08,Close,1615
23002,ADRO,2017-05-09,Close,1550
23003,ADRO,2017-05-10,Close,1495
23004,ADRO,2017-05-12,Close,1480
23005,ADRO,2017-05-15,Close,1485
23006,ADRO,2017-05-16,Close,1465
23007,ADRO,2017-05-17,Close,1410
23008,ADRO,2017-05-18,Close,1435
23009,ADRO,2017-05-19,Close,1465
23010,ADRO,2017-05-22,Close,1435
23011,ADRO,2017-05-23,Close,1475
23012,ADRO,2017-05-24,Close,1480
23013,ADRO,2017-05-26,Close,1485
23014,ADRO,2017-05-29,Close,1465
23015,ADRO,2017-05-30,Close,1460
23016,ADRO,2017-05-31,Close,1520
23017,ADRO,2017-06-02,Close,1470
23018,ADRO,2017-06-05,Close,1545
23019,ADRO,2017-06-06,Close,1605
23020,ADRO,2017-06-07,Close,1600
23021,ADRO,2017-06-08,Close,1575
23022,ADRO,2017-06-09,Close,1555
23023,ADRO,2017-06-12,Close,1540
23024,ADRO,2017-06-13,Close,1600
23025,ADRO,2017-06-14,Close,1660
23026,ADRO,2017-06-15,Close,1645
23027,ADRO,2017-06-16,Close,1605
23028,ADRO,2017-06-19,Close,1565
23029,ADRO,2017-06-20,Close,1640
23030,ADRO,2017-06-21,Close,1595
23031,ADRO,2017-06-22,Close,1580
23032,ADRO,2017-07-03,Close,1630
23033,ADRO,2017-07-04,Close,1580
23034,ADRO,2017-07-05,Close,1620
23035,ADRO,2017-07-06,Close,1635
23036,ADRO,2017-07-07,Close,1610
23037,ADRO,2017-07-10,Close,1595
23038,ADRO,2017-07-11,Close,1615
23039,ADRO,2017-07-12,Close,1665
23040,ADRO,2017-07-13,Close,1625
23041,ADRO,2017-07-14,Close,1665
23042,ADRO,2017-07-17,Close,1700
23043,ADRO,2017-07-18,Close,1695
23044,ADRO,2017-07-19,Close,1765
23045,ADRO,2017-07-20,Close,1820
23046,ADRO,2017-07-21,Close,1820
23047,ADRO,2017-07-24,Close,1835
23048,ADRO,2017-07-25,Close,1830
23049,ADRO,2017-07-26,Close,1800
23050,ADRO,2017-07-27,Close,1800
23051,ADRO,2017-07-28,Close,1825
23052,ADRO,2017-07-31,Close,1785
23053,ADRO,2017-08-01,Close,1860
23054,ADRO,2017-08-02,Close,1895
23055,ADRO,2017-08-03,Close,1845
23056,ADRO,2017-08-04,Close,1870
23057,ADRO,2017-08-07,Close,1850
23058,ADRO,2017-08-08,Close,1870
23059,ADRO,2017-08-09,Close,1805
23060,ADRO,2017-08-10,Close,1850
23061,ADRO,2017-08-11,Close,1820
23062,ADRO,2017-08-14,Close,1850
23063,ADRO,2017-08-15,Close,1855
23064,ADRO,2017-08-16,Close,1880
23065,ADRO,2017-08-18,Close,1875
23066,ADRO,2017-08-21,Close,1865
23067,ADRO,2017-08-22,Close,1860
23068,ADRO,2017-08-23,Close,1955
23069,ADRO,2017-08-24,Close,1965
23070,ADRO,2017-08-25,Close,1945
23071,ADRO,2017-08-28,Close,1890
23072,ADRO,2017-08-29,Close,1870
23073,ADRO,2017-08-30,Close,1890
23074,ADRO,2017-08-31,Close,1825
23075,ADRO,2017-09-04,Close,1815
23076,ADRO,2017-09-05,Close,1860
23077,ADRO,2017-09-06,Close,1890
23078,ADRO,2017-09-07,Close,1865
23079,ADRO,2017-09-08,Close,1885
23080,ADRO,2017-09-11,Close,1900
23081,ADRO,2017-09-12,Close,1865
23082,ADRO,2017-09-13,Close,1715
23083,ADRO,2017-09-14,Close,1740
23084,ADRO,2017-09-15,Close,1775
23085,ADRO,2017-09-18,Close,1820
23086,ADRO,2017-09-19,Close,1870
23087,ADRO,2017-09-20,Close,1860
23088,ADRO,2017-09-22,Close,1815
23089,ADRO,2017-09-25,Close,1755
23090,ADRO,2017-09-26,Close,1710
23091,ADRO,2017-09-27,Close,1670
23092,ADRO,2017-09-28,Close,1765
23093,ADRO,2017-09-29,Close,1825
23094,ADRO,2017-10-02,Close,1775
23095,ADRO,2017-10-03,Close,1780
23096,ADRO,2017-10-04,Close,1825
23097,ADRO,2017-10-05,Close,1830
23098,ADRO,2017-10-06,Close,1875
23099,ADRO,2017-10-09,Close,1890
23100,ADRO,2017-10-10,Close,1900
23101,ADRO,2017-10-11,Close,1880
23102,ADRO,2017-10-12,Close,1900
23103,ADRO,2017-10-13,Close,1900
23104,ADRO,2017-10-16,Close,1870
23105,ADRO,2017-10-17,Close,1900
23106,ADRO,2017-10-18,Close,1880
23107,ADRO,2017-10-19,Close,1865
23108,ADRO,2017-10-20,Close,1855
23109,ADRO,2017-10-23,Close,1850
23110,ADRO,2017-10-24,Close,1890
23111,ADRO,2017-10-25,Close,1900
23112,ADRO,2017-10-26,Close,1825
23113,ADRO,2017-10-27,Close,1840
23114,ADRO,2017-10-30,Close,1835
23115,ADRO,2017-10-31,Close,1825
23116,ADRO,2017-11-01,Close,1910
23117,ADRO,2017-11-02,Close,1900
23118,ADRO,2017-11-03,Close,1895
23119,ADRO,2017-11-06,Close,1900
23120,ADRO,2017-11-07,Close,1900
23121,ADRO,2017-11-08,Close,1820
23122,ADRO,2017-11-09,Close,1830
23123,ADRO,2017-11-10,Close,1815
23124,ADRO,2017-11-13,Close,1820
23125,ADRO,2017-11-14,Close,1815
23126,ADRO,2017-11-15,Close,1735
23127,ADRO,2017-11-16,Close,1755
23128,ADRO,2017-11-17,Close,1770
23129,ADRO,2017-11-20,Close,1755
23130,ADRO,2017-11-21,Close,1715
23131,ADRO,2017-11-22,Close,1745
23132,ADRO,2017-11-23,Close,1725
23133,ADRO,2017-11-24,Close,1710
23134,ADRO,2017-11-27,Close,1695
23135,ADRO,2017-11-28,Close,1715
23136,ADRO,2017-11-29,Close,1775
23137,ADRO,2017-11-30,Close,1700
23138,ADRO,2017-12-04,Close,1775
23139,ADRO,2017-12-05,Close,1780
23140,ADRO,2017-12-06,Close,1755
23141,ADRO,2017-12-07,Close,1710
23142,ADRO,2017-12-08,Close,1725
23143,ADRO,2017-12-11,Close,1710
23144,ADRO,2017-12-12,Close,1810
23145,ADRO,2017-12-13,Close,1815
23146,ADRO,2017-12-14,Close,1805
23147,ADRO,2017-12-15,Close,1805
23148,ADRO,2017-12-18,Close,1800
23149,ADRO,2017-12-19,Close,1835
23150,ADRO,2017-12-20,Close,1800
23151,ADRO,2017-12-21,Close,1870
23152,ADRO,2017-12-22,Close,1890
23153,ADRO,2017-12-27,Close,1895
23154,ADRO,2017-12-28,Close,1890
23155,ADRO,2017-12-29,Close,1860
23156,ADRO,2018-01-02,Close,1880
23157,ADRO,2018-01-03,Close,1830
23158,ADRO,2018-01-04,Close,1915
23159,ADRO,2018-01-05,Close,1990
23160,ADRO,2018-01-08,Close,2160
23161,ADRO,2018-01-09,Close,2180
23162,ADRO,2018-01-10,Close,2210
23163,ADRO,2018-01-11,Close,2180
23164,ADRO,2018-01-12,Close,2230
23165,ADRO,2018-01-15,Close,2230
23166,ADRO,2018-01-16,Close,2190
23167,ADRO,2018-01-17,Close,2170
23168,ADRO,2018-01-18,Close,2170
23169,ADRO,2018-01-19,Close,2180
23170,ADRO,2018-01-22,Close,2310
23171,ADRO,2018-01-23,Close,2420
23172,ADRO,2018-01-24,Close,2440
23173,ADRO,2018-01-25,Close,2450
23174,ADRO,2018-01-26,Close,2440
23175,ADRO,2018-01-29,Close,2560
23176,ADRO,2018-01-30,Close,2550
23177,ADRO,2018-01-31,Close,2450
23178,ADRO,2018-02-01,Close,2400
23179,ADRO,2018-02-02,Close,2470
23180,ADRO,2018-02-05,Close,2520
23181,ADRO,2018-02-06,Close,2450
23182,ADRO,2018-02-07,Close,2450
23183,ADRO,2018-02-08,Close,2420
23184,ADRO,2018-02-09,Close,2320
23185,ADRO,2018-02-12,Close,2350
23186,ADRO,2018-02-13,Close,2420
23187,ADRO,2018-02-14,Close,2440
23188,ADRO,2018-02-15,Close,2470
23189,ADRO,2018-02-19,Close,2490
23190,ADRO,2018-02-20,Close,2430
23191,ADRO,2018-02-21,Close,2470
23192,ADRO,2018-02-22,Close,2480
23193,ADRO,2018-02-23,Close,2480
23194,ADRO,2018-02-26,Close,2390
23195,ADRO,2018-02-27,Close,2400
23196,ADRO,2018-02-28,Close,2350
23197,ADRO,2018-03-01,Close,2420
23198,ADRO,2018-03-02,Close,2310
23199,ADRO,2018-03-05,Close,2320
23200,ADRO,2018-03-06,Close,2330
23201,ADRO,2018-03-07,Close,2160
23202,ADRO,2018-03-08,Close,2190
23203,ADRO,2018-03-09,Close,2170
23204,ADRO,2018-03-12,Close,2220
23205,ADRO,2018-03-13,Close,2170
23206,ADRO,2018-03-14,Close,2070
23207,ADRO,2018-03-15,Close,2050
23208,ADRO,2018-03-16,Close,2040
23209,ADRO,2018-03-19,Close,2040
23210,ADRO,2018-03-20,Close,2070
23211,ADRO,2018-03-21,Close,2040
23212,ADRO,2018-03-22,Close,2020
23213,ADRO,2018-03-23,Close,1995
23214,ADRO,2018-03-26,Close,2030
23215,ADRO,2018-03-27,Close,2040
23216,ADRO,2018-03-28,Close,2040
23217,ADRO,2018-03-29,Close,2130
23218,ADRO,2018-04-02,Close,2130
23219,ADRO,2018-04-03,Close,2120
23220,ADRO,2018-04-04,Close,2040
23221,ADRO,2018-04-05,Close,2020
23222,ADRO,2018-04-06,Close,2030
23223,ADRO,2018-04-09,Close,2070
23224,ADRO,2018-04-10,Close,2110
23225,ADRO,2018-04-11,Close,2140
23226,ADRO,2018-04-12,Close,2110
23227,ADRO,2018-04-13,Close,2130
23228,ADRO,2018-04-18,Close,2100
23229,ADRO,2018-04-23,Close,2260
23230,ADRO,2018-04-24,Close,2200
23231,ADRO,2018-04-30,Close,1835
23232,ADRO,2018-05-02,Close,1775
23233,ADRO,2018-05-03,Close,1680
23234,ADRO,2018-05-04,Close,1640
23235,ADRO,2018-05-07,Close,1710
23236,ADRO,2018-05-08,Close,1625
23237,ADRO,2018-05-09,Close,1700
23238,ADRO,2018-05-11,Close,1715
